system_ind,typology
"00280000000000009561",MUR/LWAL/DNO
"00280000000000009566",MUR/LWAL/DNO
0028000000000001f100,CR/LFINF/DNO
002800000000000055dd,MUR/LWAL/DNO
002800000000000055f6,MUR/LWAL/DNO
"00280000000000005627",CR/LFINF/DNO
0028000000000000562c,MUR/LWAL/DNO
0028000000000000564d,MUR/LWAL/DNO
0028000000000002a0f0,MUR/LWAL/DNO
002800000000000381ad,CR/LFINF/DNO
002800000000000381ba,MUR/LWAL/DNO
"0028000000000001d118",MUR/LWAL/DNO
"002800000000000381e2",MUR/LWAL/DNO
002800000000000381f5,MUR/LWAL/DNO
"0028000000000001d123",MUR/LWAL/DNO
"00280000000000038253",MUR/LWAL/DNO
"0028000000000001d156",MUR/LWAL/DNO
"00280000000000013705",MUR/LWAL/DNO
002800000000000260a1,MUR/LWAL/DNO
"00280000000000013741",MUR/LWAL/DNO
"00280000000000013749",MUR/LWAL/DNO
"00280000000000013759",MUR/LWAL/DNO
002800000000000260c4,MUR/LWAL/DNO
"002800000000000260e6",MUR/LWAL/DNO
002800000000000027ea,MUR/LWAL/DNO
"00280000000000028051",MUR/LWAL/DNO
0028000000000000287a,MUR/LWAL/DNO
"00280000000000002899",CR/LFINF/DUC
002800000000000028c7,MUR/LWAL/DNO
0028000000000001b1e8,MUR/LWAL/DNO
002800000000000355ba,MUR/LWAL/DNO
0028000000000001b23e,MUR/LWAL/DNO
"002800000000000355e9",MUR/LWAL/DNO
0028000000000001b24c,CR/LFINF/DNO
0028000000000001b252,CR/LFINF/DUC
00280000000000010c53,CR/LFINF/DNO
00280000000000010c59,MUR/LWAL/DNO
00280000000000010c72,CR/LFINF/DNO
00280000000000010c78,MUR/LWAL/DNO
"00280000000000024265",CR/LFINF/DNO
"00280000000000024276",MUR/LWAL/DNO
00280000000000010cee,MUR/LWAL/DNO
002800000000000191fb,MUR/LWAL/DNO
002800000000000328a9,MUR/LWAL/DNO
002800000000000328ae,MUR/LWAL/DNO
002800000000000328db,CR/LFINF/DNO
"002800000000000173e8",MUR/LWAL/DNO
0028000000000002fcb7,MUR/LWAL/DNO
002800000000000173f3,CR/LFINF/DNO
002800000000000173f5,CR/LFINF/DUC
0028000000000002fcf2,MUR/LWAL/DNO
"00280000000000017427",MR/LWAL/DNO
002800000000000070f9,MUR/LWAL/DNO
"00280000000000015456",MUR/LWAL/DNO
0028000000000002cf97,CR/LFINF/DNO
"00280000000000015485",CR/LWAL/DUC
0028000000000002cfe3,MUR/LWAL/DNO
0028000000000002cfe8,CR/LFINF/DUC
0028000000000002cfed,MUR/LWAL/DNO
"0028000000000002d000",MUR/LWAL/DNO
002800000000000203ed,MUR/LWAL/DNO
0028000000000000b0bd,MUR/LWAL/DNO
"00280000000000020420",MUR/LWAL/DNO
0028000000000000b0d6,MUR/LWAL/DNO
0028000000000000b121,MUR/LWAL/DNO
0028000000000002046e,CR/LFINF/DUC
"00280000000000004406",MUR/LWAL/DNO
"00280000000000004432",MCF/LWAL/DNO
"00280000000000029487",CR/LFINF/DUC
0028000000000000447a,MR/LWAL/DNO
00280000000000039ded,MCF/LWAL/DNO
"00280000000000039e23",MUR/LWAL/DNO
"00280000000000039e55",MUR/LWAL/DNO
00280000000000039e6b,MUR/LWAL/DNO
"0028000000000001e536",MUR/LWAL/DNO
00280000000000039e7a,MUR/LWAL/DNO
00280000000000039e7c,MUR/LWAL/DNO
00280000000000039e7f,MUR/LWAL/DNO
"00280000000000039e87",CR/LFINF/DNO
0028000000000001a628,MUR/LWAL/DNO
"00280000000000034545",MCF/LWAL/DNO
0028000000000003458f,MUR/LWAL/DNO
"00280000000000034595",MUR/LWAL/DNO
002800000000000370bf,CR/LFINF/DNO
002800000000000370ce,MUR/LWAL/DNO
"002800000000000370d8",MUR/LWAL/DNO
0028000000000001c51d,MUR/LWAL/DNO
0028000000000003712d,CR/LFINF/DNO
0028000000000003714a,CR/LFINF/DNO
0028000000000003714d,CR/LFINF/DNO
0028000000000003716e,MUR/LWAL/DNO
"00280000000000001931",MUR/LWAL/DNO
"002800000000000275e5",MUR/LWAL/DNO
"002800000000000275e8",MUR/LWAL/DNO
0028000000000000197a,MUR/LWAL/DNO
"00280000000000027609",MUR/LWAL/DNO
002800000000000019a4,CR/LFINF/DNO
"00280000000000018779",MUR/LWAL/DNO
"00280000000000031925",MCF/LWAL/DNO
0028000000000003193a,MUR/LWAL/DNO
"00280000000000012774",MUR/LWAL/DNO
"00280000000000012783",MUR/LWAL/DNO
"00280000000000012818",CR/LFINF/DNO
0028000000000001281f,MR/LWAL/DNO
0028000000000002eab3,MUR/LWAL/DNO
"00280000000000016787",MUR/LWAL/DNO
0028000000000002eb79,CR/LFINF/DUC
0028000000000002eb7b,MUR/LWAL/DNO
0028000000000002eb7f,MUR/LWAL/DNO
0028000000000002eb86,CR/LFINF/DNO
0028000000000002eb89,CR/LFINF/DNO
"002800000000000167d0",MCF/LWAL/DUC
0028000000000002179d,MUR/LWAL/DNO
002800000000000217b0,MUR/LWAL/DNO
002800000000000217c1,MUR/LWAL/DNO
0028000000000000cd9b,CR/LFINF/DNO
0028000000000000cda7,MUR/LWAL/DNO
0028000000000000cdc0,MUR/LWAL/DNO
002800000000000217db,MUR/LWAL/DNO
0028000000000000cdc8,CR/LFINF/DUC
0028000000000000fa91,MUR/LWAL/DNO
"00280000000000023640",MUR/LWAL/DNO
0028000000000002365b,MUR/LWAL/DNO
"00280000000000023679",MUR/LWAL/DNO
0028000000000000face,CR/LFINF/DNO
00280000000000009faa,MCF/LWAL/DNO
0028000000000001f84a,MUR/LWAL/DNO
"00280000000000009085",MUR/LWAL/DNO
"00280000000000009099",CR/LFINF/DUC
002800000000000090a5,MUR/LWAL/DNO
002800000000000090b0,CR/LFINF/DNO
"002800000000000147e5",MUR/LWAL/DNO
"002800000000000090d7",MUR/LWAL/DNO
"00280000000000014806",MUR/LWAL/DNO
"00280000000000014836",MCF/LWAL/DNO
"00280000000000038d01",CR/LFINF/DUC
00280000000000038d4d,MUR/LWAL/DNO
00280000000000038d5c,MUR/LWAL/DNO
"0028000000000001d948",MUR/LWAL/DNO
00280000000000038da6,MUR/LWAL/DNO
"0028000000000001d965",MUR/LWAL/DNO
"00280000000000003542",CR/LFINF/DNO
"00280000000000003574",MUR/LWAL/DNO
002800000000000035a4,CR/LFINF/DNO
00280000000000028a2e,MUR/LWAL/DNO
0028000000000000627d,CR/LFINF/DNO
"002800000000000062d8",CR/LFINF/DNO
002800000000000062dc,MUR/LWAL/DNO
002800000000000062dd,CR/LFINF/DNO
002800000000000360a9,MUR/LWAL/DNO
0028000000000001ba11,MUR/LWAL/DNO
002800000000000360eb,MUR/LWAL/DNO
0028000000000003610a,MCF/LWAL/DUC
"00280000000000036113",MUR/LWAL/DNO
"00280000000000036156",CR/LFINF/DNO
002800000000000007a2,MUR/LWAL/DNO
002800000000000007c6,MUR/LWAL/DNO
"00280000000000026979",CR/LFINF/DUC
0028000000000001168d,MR/LWAL/DNO
002800000000000116a4,CR/LFINF/DNO
002800000000000249b4,MUR/LWAL/DNO
002800000000000116ff,MUR/LWAL/DNO
"00280000000000011713",CR/LFINF/DNO
"00280000000000011746",CR/LFINF/DUC
0028000000000001174c,MUR/LWAL/DNO
"002800000000000249e7",MUR/LWAL/DNO
0028000000000001177a,MUR/LWAL/DNO
002800000000000117ac,CR/LFINF/DNO
"002800000000000199e0",MUR/LWAL/DNO
002800000000000199f7,MUR/LWAL/DNO
00280000000000019a12,MCF/LWAL/DUC
002800000000000333f0,MUR/LWAL/DNO
0028000000000003341b,MUR/LWAL/DNO
0028000000000003343f,MUR/LWAL/DNO
0028000000000000e84c,MUR/LWAL/DNO
"0028000000000000e882",MUR/LWAL/DNO
0028000000000000e8bb,MUR/LWAL/DNO
0028000000000000e8d3,MR/LWAL/DNO
"0028000000000000e930",CR/LFINF/DNO
00280000000000022a8c,MCF/LWAL/DNO
00280000000000022a96,MCF/LWAL/DNO
00280000000000022a9b,MUR/LWAL/DNO
00280000000000015ca7,MUR/LWAL/DNO
0028000000000002dbdf,MUR/LWAL/DNO
0028000000000002dbef,MUR/LWAL/DNO
0028000000000002dc31,MUR/LWAL/DNO
0028000000000002dc46,CR/LFINF/DNO
0028000000000002dc48,MUR/LWAL/DNO
0028000000000003070b,CR/LFINF/DNO
00280000000000017b41,MUR/LWAL/DNO
00280000000000017b62,MCF/LWAL/DNO
"00280000000000030784",CR/LFINF/DNO
0028000000000000bc15,MUR/LWAL/DNO
00280000000000020bf7,MUR/LWAL/DNO
0028000000000000bc33,MUR/LWAL/DNO
0028000000000000bc8a,MUR/LWAL/DNO
0028000000000000bca0,MUR/LWAL/DNO
0028000000000000bca8,CR/LFINF/DNO
0028000000000000bce1,CR/LFINF/DNO
0028000000000000bce4,MUR/LWAL/DNO
0028000000000002bc31,CR/LFINF/DUC
0028000000000002bc5a,CR/LFINF/DUC
00280000000000007df8,MUR/LWAL/DNO
"00280000000000007e46",MUR/LWAL/DNO
0028000000000002bc72,MUR/LWAL/DNO
"00280000000000007e58",MUR/LWAL/DNO
0028000000000002bca6,CR/LFINF/DUC
0028000000000002bcae,CR/LFINF/DUC
0028000000000001ece0,CR/LFINF/DUC
0028000000000003a95f,MUR/LWAL/DNO
0028000000000003a9b3,MUR/LWAL/DNO
0028000000000003a9b6,MUR/LWAL/DNO
0028000000000003a9b9,MUR/LWAL/DNO
"00280000000000005117",MUR/LWAL/DNO
"00280000000000005121",MUR/LWAL/DNO
"00280000000000005143",MUR/LWAL/DNO
"00280000000000029d79",MUR/LWAL/DNO
00280000000000029da0,MUR/LWAL/DNO
00280000000000037c17,MUR/LWAL/DNO
0028000000000001cd02,MUR/LWAL/DNO
0028000000000001cd0c,MUR/LWAL/DNO
0028000000000001cd18,MUR/LWAL/DNO
00280000000000037c53,MUR/LWAL/DNO
0028000000000001cd3f,MUR/LWAL/DNO
00280000000000037c5f,MUR/LWAL/DNO
002800000000000023ab,MUR/LWAL/DNO
002800000000000023ca,MUR/LWAL/DNO
"00280000000000002422",CR/LFINF/DUC
"00280000000000002439",MUR/LWAL/DNO
"00280000000000002442",MUR/LWAL/DNO
0028000000000001ae01,MUR/LWAL/DNO
00280000000000034fee,MUR/LWAL/DNO
"002800000000000105e3",MUR/LWAL/DNO
0028000000000001063b,MUR/LWAL/DNO
"00280000000000010686",MUR/LWAL/DNO
0028000000000001319d,MUR/LWAL/DNO
00280000000000025cd4,MUR/LWAL/DNO
00280000000000025cde,MUR/LWAL/DNO
002800000000000131df,MUR/LWAL/DNO
0028000000000001322b,MUR/LWAL/DNO
"00280000000000013262",MUR/LWAL/DNO
00280000000000025d5d,CR/LFINF/DNO
002800000000000324b4,MUR/LWAL/DNO
"002800000000000324e3",CR/LFINF/DNO
002800000000000324f2,MUR/LWAL/DNO
002800000000000324f7,CR/LFINF/DNO
"00280000000000032552",MUR/LWAL/DNO
0028000000000002f83a,MUR/LWAL/DNO
0028000000000001709b,MUR/LWAL/DNO
0028000000000002f88c,MUR/LWAL/DNO
0028000000000002f8d2,MUR/LWAL/DNO
0028000000000000d8ad,MUR/LWAL/DNO
0028000000000000d8ba,MUR/LWAL/DNO
0028000000000000d93d,CR/LFINF/DUC
0028000000000002b08b,CR/LFINF/DNO
00280000000000006cf3,MUR/LWAL/DNO
00280000000000006cfa,MUR/LWAL/DNO
0028000000000002ca9c,MUR/LWAL/DNO
0028000000000002caa2,MUR/LWAL/DNO
0028000000000002cab6,MUR/LWAL/DNO
0028000000000002cac6,MUR/LWAL/DNO
0028000000000000aa83,MUR/LWAL/DNO
0028000000000000ab04,MUR/LWAL/DNO
0028000000000000ab31,CR/LFINF/DNO
0028000000000000ab36,CR/LFINF/DUC
00280000000000003e9f,MUR/LWAL/DNO
00280000000000003ed5,MUR/LWAL/DNO
00280000000000003ef6,MUR/LWAL/DNO
0028000000000001e0aa,MUR/LWAL/DNO
002800000000000397b0,MUR/LWAL/DNO
002800000000000397b7,CR/LFINF/DNO
0028000000000001e0ba,MUR/LWAL/DNO
0028000000000001e0bf,MUR/LWAL/DNO
0028000000000003982a,CR/LFINF/DNO
0028000000000003982e,CR/LDUAL/DUC
00280000000000036d4f,MUR/LWAL/DNO
0028000000000001c2aa,MUR/LWAL/DNO
0028000000000001c2ac,MUR/LWAL/DNO
0028000000000001c2ae,MUR/LWAL/DNO
00280000000000036db6,MUR/LWAL/DNO
00280000000000036dd6,MR/LWAL/DNO
0028000000000001c2e5,MUR/LWAL/DNO
00280000000000036ded,CR/LFINF/DNO
0028000000000002714c,MUR/LWAL/DNO
0028000000000002715c,MUR/LWAL/DNO
0028000000000000134e,MUR/LWAL/DNO
002800000000000271ba,MCF/LWAL/DNO
002800000000000271c9,MUR/LWAL/DNO
0028000000000001835f,MCF/LWAL/DUC
002800000000000313aa,MUR/LWAL/DNO
002800000000000183f0,CR/LWAL/DUC
0028000000000001a2f1,MUR/LWAL/DNO
0028000000000001a32d,MUR/LWAL/DNO
0028000000000001a378,MUR/LWAL/DNO
"00280000000000034141",CR/LFINF/DNO
"00280000000000034160",CR/LFINF/DUC
0028000000000001222d,MCF/LWAL/DUC
"00280000000000025208",CR/LFINF/DUC
"00280000000000012279",CR/LFINF/DUC
0028000000000002e65c,MUR/LWAL/DNO
"0028000000000002e678",MUR/LWAL/DNO
"0028000000000002e690",MUR/LWAL/DNO
0028000000000001645a,MUR/LWAL/DNO
0028000000000001647d,MUR/LWAL/DNO
0028000000000002e6b4,MR/LWAL/DNO
0028000000000002e6c7,MUR/LWAL/DNO
0028000000000002e6d6,MUR/LWAL/DNO
0028000000000002e6d9,MCF/LWAL/DUC
0028000000000002e6f5,MUR/LWAL/DNO
"00280000000000016482",CR/LFINF/DNO
"0028000000000002e705",CR/LFINF/DNO
0028000000000000f3c0,MUR/LWAL/DNO
0028000000000000f3f1,MUR/LWAL/DNO
0028000000000000f405,MUR/LWAL/DNO
002800000000000231f9,MUR/LWAL/DNO
0029000000000000dba3,CR/LFINF/DNO
0029000000000000dc02,CR/LFINF/DNO
0029000000000000dccd,MUR/LWAL/DNO
0029000000000000dcfa,CR/LFINF/DNO
0029000000000000f6fc,MUR/LWAL/DNO
0029000000000000f704,CR/LFINF/DUC
0029000000000000f714,CR/LFINF/DNO
0029000000000001395e,MUR/LWAL/DNO
0029000000000001398b,MUR/LWAL/DNO
"002900000000000139d6",CR/LFINF/DUC
002900000000000139f6,MUR/LWAL/DNO
002900000000000139fa,CR/LFINF/DNO
"00290000000000032393",CR/LFINF/DUC
"002900000000000323e8",MUR/LWAL/DNO
00290000000000008eb3,CR/LFINF/DNO
0029000000000002db9d,MUR/LWAL/DNO
0029000000000002dc32,CR/LFINF/DNO
0029000000000002dc41,MUR/LWAL/DNO
0029000000000002dc78,MUR/LWAL/DNO
0029000000000002dca1,CR/LFINF/DNO
0029000000000002dcca,CR/LFINF/DUC
"002900000000000002e7",CR/LFINF/DNO
0029000000000000035f,CR/LFINF/DNO
"00290000000000000366",MUR/LWAL/DNO
"00290000000000000379",CR/LFINF/DUC
"00290000000000004949",CR/LDUAL/DUC
"00290000000000004954",CR/LFINF/DNO
"00290000000000004967",MUR/LWAL/DNO
"00290000000000004976",MUR/LWAL/DNO
"00290000000000004986",CR/LFINF/DNO
002900000000000049bc,MUR/LWAL/DNO
002900000000000049ef,CR/LFINF/DNO
00290000000000004a10,CR/LFINF/DNO
"00290000000000029630",MUR/LWAL/DNO
"00290000000000029654",CR/LFINF/DNO
0029000000000001aa8e,CR/LFINF/DUC
0029000000000001aaae,CR/LFINF/DUC
0029000000000001aab5,CR/LFINF/DUC
0029000000000001aac9,CR/LFINF/DNO
0029000000000001aad1,MR/LWAL/DNO
0029000000000001ab29,CR/LFINF/DNO
0029000000000001ab2f,CR/LFINF/DNO
"00290000000000016839",MUR/LWAL/DNO
0029000000000001686b,MUR/LWAL/DNO
002900000000000251dd,CR/LFINF/DNO
"00290000000000025298",MUR/LWAL/DNO
002900000000000252f6,MUR/LWAL/DNO
002900000000000252f9,MUR/LWAL/DNO
0029000000000001217c,CR/LFINF/DNO
0029000000000000b949,MCF/LWAL/DNO
0029000000000000b96c,MUR/LWAL/DNO
0029000000000000b98a,MUR/LWAL/DNO
0029000000000000ba6f,CR/LFINF/DUC
00290000000000020aa4,CR/LFINF/DUC
00290000000000020aac,CR/LFINF/DNO
00290000000000020acc,CR/LFINF/DNO
00290000000000020b34,MUR/LWAL/DNO
00290000000000034ded,MUR/LWAL/DNO
"00290000000000034e21",CR/LFINF/DNO
"00290000000000034e74",CR/LFINF/DNO
00290000000000034e7f,CR/LFINF/DNO
"00290000000000034e91",CR/LFINF/DNO
"00290000000000007316",MUR/LWAL/DNO
0029000000000000734a,MUR/LWAL/DNO
0029000000000000737f,MUR/LWAL/DNO
002900000000000073ca,MCF/LWAL/DNO
"002900000000000073d2",MUR/LWAL/DNO
"002900000000000073e9",MCF/LWAL/DNO
"00290000000000002e28",MUR/LWAL/DNO
00290000000000002ec8,CR/LFINF/DNO
00290000000000002f27,CR/LFINF/DNO
0029000000000002c329,CR/LFINF/DNO
0029000000000002c32f,CR/LFINF/DNO
0029000000000002c388,CR/LFINF/DNO
0029000000000001d7b5,MUR/LWAL/DNO
0029000000000001d85d,CR/LFINF/DNO
"0029000000000001d861",CR/LFINF/DNO
"0029000000000001d872",CR/LFINF/DNO
"0029000000000001d885",MUR/LWAL/DNO
0029000000000001d8a3,CR/LFINF/DNO
0029000000000001d8cd,MUR/LWAL/DNO
0029000000000001d8ce,MUR/LWAL/DNO
00290000000000027be7,MUR/LWAL/DNO
00290000000000027c29,CR/LFINF/DUC
"00290000000000019348",MUR/LWAL/DNO
"00290000000000019355",CR/LFINF/DNO
"00290000000000019369",MUR/LWAL/DNO
"00290000000000019413",CR/LFINF/DNO
0029000000000002364a,CR/LDUAL/DUC
002900000000000236fe,CR/LFINF/DNO
"00290000000000023759",MCF/LWAL/DUC
00290000000000014bb6,MUR/LWAL/DNO
00290000000000014c9b,MUR/LWAL/DNO
00290000000000014ca3,MUR/LWAL/DNO
0029000000000001efc0,MUR/LWAL/DNO
0029000000000000d39c,MUR/LWAL/DNO
0029000000000001effd,CR/LFINF/DUC
0029000000000001f031,MUR/LWAL/DNO
0029000000000001072f,CR/LFINF/DNO
0029000000000001074a,CR/LFINF/DNO
002900000000000107cf,MUR/LWAL/DNO
"002900000000000107d7",MUR/LWAL/DNO
00290000000000005be4,MUR/LWAL/DNO
00290000000000005cdd,CR/LFINF/DNO
00290000000000005ceb,CR/LWAL/DUC
"00290000000000009e20",MUR/LWAL/DNO
00290000000000009ec1,MUR/LWAL/DNO
00290000000000009ecb,MUR/LWAL/DNO
"002900000000000335d1",CR/LFINF/DNO
002900000000000335dc,MUR/LWAL/DNO
"002900000000000335e4",CR/LFINF/DUC
002900000000000335fe,CR/LFINF/DNO
0029000000000003360f,CR/LFINF/DNO
"00290000000000001739",CR/LFINF/DNO
"00290000000000001753",MUR/LWAL/DNO
002900000000000017a5,MUR/LWAL/DNO
002900000000000017ae,MR/LWAL/DNO
002900000000000017b9,MUR/LWAL/DNO
0029000000000002ee50,MUR/LWAL/DNO
0029000000000002ee71,CR/LFINF/DNO
0029000000000002ef0b,CR/LFINF/DUC
0029000000000002ef0e,MCF/LWAL/DUC
0029000000000002ef1c,MUR/LWAL/DNO
0029000000000002a76b,MUR/LWAL/DNO
0029000000000002a868,CR/LFINF/DUC
0029000000000001bd55,MUR/LWAL/DNO
0029000000000001bd59,MUR/LWAL/DNO
0029000000000001bd68,CR/LFINF/DNO
0029000000000001bda0,MUR/LWAL/DNO
0029000000000001bda8,MUR/LWAL/DNO
00290000000000021aef,MUR/LWAL/DNO
0029000000000002607e,MUR/LWAL/DNO
"00290000000000026100",MUR/LWAL/DNO
"002900000000000177d7",CR/LFINF/DNO
"00290000000000017841",MUR/LWAL/DNO
"00290000000000017844",CR/LFINF/DNO
0029000000000001784a,MUR/LWAL/DNO
0029000000000001787a,MUR/LWAL/DNO
"00290000000000017892",CR/LFINF/DUC
"00290000000000017898",CR/LFINF/DNO
0029000000000000ccf3,CR/LFINF/DNO
0029000000000000ccfd,CR/LFINF/DUC
0029000000000000cd7f,CR/LFINF/DUC
0029000000000001341f,MUR/LWAL/DNO
"00290000000000013461",CR/LFINF/DUC
0029000000000000ecfc,MUR/LWAL/DNO
0029000000000000ed28,MUR/LWAL/DNO
0029000000000000ed2c,CR/LFINF/DNO
0029000000000000ed83,MUR/LWAL/DNO
0029000000000000ed85,MCF/LWAL/DUC
0029000000000000ed8c,MUR/LWAL/DNO
"002900000000000087d1",CR/LFINF/DUC
0029000000000000881e,MUR/LWAL/DNO
"0029000000000002d423",CR/LFINF/DNO
"0029000000000002d435",CR/LFINF/DNO
0029000000000002d44f,MUR/LWAL/DNO
"002900000000000040e7",MUR/LWAL/DNO
0029000000000000416b,CR/LFINF/DUC
002900000000000041ca,CR/LFINF/DUC
002900000000000041cf,CR/LFINF/DNO
"002900000000000041d5",CR/LFINF/DNO
00290000000000028c8c,CR/LFINF/DUC
00290000000000028ce1,CR/LFINF/DNO
0029000000000001a564,MUR/LWAL/DNO
0029000000000001a58b,MUR/LWAL/DNO
0029000000000001a5a9,MUR/LWAL/DNO
"0029000000000001e892",MUR/LWAL/DNO
0029000000000001e91a,CR/LFINF/DNO
"0029000000000001e921",MUR/LWAL/DNO
"0029000000000001e941",MUR/LWAL/DNO
"0029000000000001e943",CR/LFINF/DUC
00290000000000015def,MUR/LWAL/DNO
00290000000000015e1f,MUR/LWAL/DNO
0029000000000002497c,MUR/LWAL/DNO
00290000000000024a0b,CR/LFINF/DNO
00290000000000024a73,CR/LFINF/DNO
00290000000000024a8e,CR/LFINF/DNO
"00290000000000011865",MUR/LWAL/DNO
"002900000000000118e5",MR/LWAL/DNO
"002900000000000118e6",MUR/LWAL/DNO
002900000000000118ff,MUR/LWAL/DNO
"00290000000000011906",MUR/LWAL/DNO
"00290000000000011920",MUR/LWAL/DNO
0029000000000000b27e,MUR/LWAL/DNO
002900000000000203f8,MUR/LWAL/DNO
002900000000000203f9,CR/LFINF/DUC
0029000000000002040c,CR/LFINF/DUC
0029000000000002041f,CR/LDUAL/DUC
"00290000000000034661",CR/LFINF/DNO
00290000000000006c6d,CR/LFINF/DNO
00290000000000006ccc,CR/LFINF/DNO
00290000000000006d0b,MUR/LWAL/DNO
"00290000000000006d50",CR/LFINF/DUC
002900000000000028c0,MUR/LWAL/DNO
0029000000000000292f,MUR/LWAL/DNO
"00290000000000002954",CR/LFINF/DNO
0029000000000000298c,MUR/LWAL/DNO
"00290000000000002998",CR/LFINF/DNO
0029000000000002fde4,MCF/LWAL/DUC
0029000000000002fe3f,CR/LFINF/DNO
0029000000000002fe85,MUR/LWAL/DNO
0029000000000002fea6,MUR/LWAL/DNO
0029000000000002ff12,CR/LFINF/DNO
0029000000000002ff28,CR/LFINF/DNO
0029000000000001ce98,MUR/LWAL/DNO
0029000000000001cf19,CR/LFINF/DNO
0029000000000001cf36,CR/LFINF/DNO
0029000000000001cf8b,CR/LWAL/DUC
"00290000000000027520",MUR/LWAL/DNO
"00290000000000027555",MR/LWAL/DNO
"00290000000000027594",MUR/LWAL/DNO
0029000000000002bac6,MUR/LWAL/DNO
0029000000000002bb5d,MCF/LWAL/DUC
0029000000000002bb77,MUR/LWAL/DNO
"00290000000000018940",CR/LFINF/DNO
"00290000000000018973",CR/LFINF/DNO
"00290000000000018978",MUR/LWAL/DNO
00290000000000018a18,CR/LFINF/DNO
00290000000000018a1a,MUR/LWAL/DNO
00290000000000022dfa,MUR/LWAL/DNO
00290000000000022e2b,MUR/LWAL/DNO
"00290000000000022e47",MUR/LWAL/DNO
"00290000000000022e54",MUR/LWAL/DNO
"00290000000000022e58",MUR/LWAL/DNO
"00290000000000022e97",CR/LFINF/DNO
0029000000000003594f,MR/LWAL/DNO
0029000000000003595e,MUR/LWAL/DNO
0029000000000003598d,MUR/LWAL/DNO
"002900000000000359d3",MUR/LWAL/DNO
002900000000000359ef,MUR/LWAL/DNO
002900000000000359f6,CR/LFINF/DUC
00290000000000035a3f,MUR/LWAL/DNO
0029000000000000fe0d,MUR/LWAL/DNO
0029000000000000fe4d,MUR/LWAL/DNO
0029000000000000fe71,MUR/LWAL/DNO
002900000000000099da,CR/LFINF/DNO
00290000000000032ca6,CR/LFINF/DNO
00290000000000032ccb,CR/LFINF/DNO
00290000000000000dec,CR/LFINF/DNO
"00290000000000000e09",MUR/LWAL/DNO
00290000000000000e2f,MUR/LWAL/DNO
"00290000000000005470",MUR/LWAL/DNO
002900000000000054a2,MUR/LWAL/DNO
002900000000000054a3,MUR/LWAL/DNO
"002900000000000054d8",MUR/LWAL/DNO
0029000000000002e78b,MUR/LWAL/DNO
0029000000000002e78c,CR/LFINF/DNO
0029000000000002e7bf,MUR/LWAL/DNO
"0029000000000002e801",CR/LFINF/DUC
00290000000000029f75,CR/LFINF/DUC
0029000000000001b507,MUR/LWAL/DNO
0029000000000001b55d,MUR/LWAL/DNO
002900000000000215bf,MUR/LWAL/DNO
002900000000000215c6,MUR/LWAL/DNO
002900000000000215f3,MUR/LWAL/DNO
002900000000000259f7,MUR/LWAL/DNO
00290000000000025a19,MUR/LWAL/DNO
00290000000000025a5b,CR/LFINF/DNO
00290000000000025a98,MUR/LWAL/DNO
00290000000000025ac5,MUR/LWAL/DNO
00290000000000016ec9,MUR/LWAL/DNO
00290000000000016ee2,MUR/LWAL/DNO
00290000000000016eeb,MUR/LWAL/DNO
00290000000000016f10,CR/LFINF/DNO
0029000000000000c499,MUR/LWAL/DNO
0029000000000000c55d,CR/LFINF/DNO
00290000000000012bd9,MUR/LWAL/DNO
00290000000000012bda,CR/LFINF/DNO
00290000000000012c15,MUR/LWAL/DNO
00290000000000012c31,CR/LFINF/DNO
0029000000000000e64d,CR/LFINF/DUC
"0029000000000000e664",MUR/LWAL/DNO
"0029000000000000e674",MCF/LWAL/DNO
"0029000000000000e680",CR/LFINF/DNO
"0029000000000000e689",MCF/LWAL/DUC
00290000000000007ebd,MUR/LWAL/DNO
00290000000000007ec4,MUR/LWAL/DNO
0029000000000002cb1f,MUR/LWAL/DNO
0029000000000002cbf6,CR/LFINF/DNO
0029000000000002cbfc,MUR/LWAL/DNO
002900000000000310ce,MUR/LWAL/DNO
0029000000000003113f,MUR/LWAL/DNO
002900000000000311c2,MUR/LWAL/DNO
"00290000000000003929",MUR/LWAL/DNO
"00290000000000003980",MUR/LWAL/DNO
002900000000000039dd,CR/LFINF/DUC
0029000000000002873b,CR/LFINF/DNO
0029000000000001ded0,MUR/LWAL/DNO
0029000000000001def7,MUR/LWAL/DNO
0029000000000001defe,CR/LFINF/DNO
0029000000000001df8a,MUR/LWAL/DNO
"00290000000000015751",MR/LWAL/DNO
"002900000000000157e6",MUR/LWAL/DNO
002900000000000157fa,MUR/LWAL/DNO
0029000000000001580a,MUR/LWAL/DNO
"00290000000000015815",CR/LFINF/DNO
"00290000000000015828",CR/LFINF/DUC
00290000000000019c9f,CR/LFINF/DNO
00290000000000019ced,MUR/LWAL/DNO
"00290000000000019d53",MUR/LWAL/DNO
00290000000000019d5a,MCF/LWAL/DNO
0029000000000002422f,CR/LFINF/DNO
"00290000000000024263",CR/LFINF/DNO
"00290000000000011115",CR/LFINF/DNO
"00290000000000033e16",MUR/LWAL/DNO
00290000000000033e5e,CR/LFINF/DNO
"00290000000000006317",CR/LFINF/DNO
"00290000000000006339",CR/LFINF/DNO
0029000000000000a9d2,MUR/LWAL/DNO
0029000000000000a9e6,MUR/LWAL/DNO
0029000000000000a9fc,CR/LFINF/DNO
0029000000000002f94a,MUR/LWAL/DNO
002900000000000020cb,MUR/LWAL/DNO
